"Version","Class","NFix","NRevision","NAuthor","LocAdded","LocDeleted","LocTouched","MaxLockAdded","AverageLockAdded","Size","Age","Buggy"
"1","/tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/catalog/statistics/TableStats.java","4","178","1","49676","111893","161569","49676","49676.0","272","0","NO"
"1","/tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/catalog/TableDesc.java","1","117","1","8465","19149","27614","8465","8465.0","235","0","NO"
"1","/tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/catalog/TableMeta.java","3","96","3","110825","208854","319679","110825","110825.0","133","0","NO"
"1","/tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/catalog/TypeConverter.java","0","0","0","0","0","0","0","0","112","126","NO"
"1","/tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/catalog/TypeDesc.java","0","0","0","0","0","0","0","0","79","68","NO"
"1","/tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/DataTypeUtil.java","0","0","0","0","0","0","0","0","180","47","NO"
"1","/tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/function/ClassBaseInvocationDesc.java","0","0","0","0","0","0","0","0","71","47","NO"
"1","/tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/function/Function.java","2","61","1","0","0","0","0","0","66","0","NO"
"1","/tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/function/FunctionCollection.java","0","0","0","0","0","0","0","0","29","47","NO"
"1","/tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/function/FunctionInvocation.java","0","0","0","92487","142115","234602","92487","92487.0","184","47","NO"
"1","/tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/function/FunctionSignature.java","0","0","0","93100","145230","238330","93100","93100.0","182","47","NO"
"1","/tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/function/FunctionSupplement.java","0","0","0","0","0","0","0","0","113","47","NO"
"1","/tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/function/FunctionUtil.java","0","0","0","93100","145230","238330","93100","93100.0","105","47","NO"
"1","/tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/function/ScalarFunction.java","0","0","0","0","0","0","0","0","44","47","NO"
"1","/tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/function/StaticMethodInvocationDesc.java","0","0","0","0","0","0","0","0","135","47","NO"
"1","/tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/function/UDFInvocationDesc.java","0","0","0","1668","4550","6218","1668","1668.0","119","73","NO"
"1","/tajo-catalog/tajo-catalog-common/src/test/java/org/apache/tajo/catalog/statistics/TestColumnStat.java","3","82","1","0","0","0","0","0","82","0","NO"
"1","/tajo-catalog/tajo-catalog-common/src/test/java/org/apache/tajo/catalog/statistics/TestStatisticsUtil.java","0","68","1","0","0","0","0","0","68","0","NO"
"1","/tajo-catalog/tajo-catalog-common/src/test/java/org/apache/tajo/catalog/statistics/TestStatSet.java","0","67","1","0","0","0","0","0","67","0","NO"
"1","/tajo-catalog/tajo-catalog-common/src/test/java/org/apache/tajo/catalog/statistics/TestTableStat.java","2","76","1","82121","210050","292171","82121","82121.0","134","0","NO"
"1","/tajo-catalog/tajo-catalog-common/src/test/java/org/apache/tajo/catalog/TestCatalogUtil.java","1","28","1","61564","150556","212120","61564","61564.0","89","0","NO"
"1","/tajo-catalog/tajo-catalog-common/src/test/java/org/apache/tajo/catalog/TestColumn.java","2","108","1","0","0","0","0","0","110","0","NO"
"1","/tajo-catalog/tajo-catalog-common/src/test/java/org/apache/tajo/catalog/TestFunctionDesc.java","4","90","1","50514","119658","170172","50514","50514.0","105","0","NO"
"1","/tajo-catalog/tajo-catalog-common/src/test/java/org/apache/tajo/catalog/TestIndexDesc.java","1","69","1","84059","384589","468648","84059","84059.0","112","0","NO"
"1","/tajo-catalog/tajo-catalog-common/src/test/java/org/apache/tajo/catalog/TestKeyValueSet.java","1","41","1","82117","188494","270611","82117","82117.0","120","0","NO"
"1","/tajo-catalog/tajo-catalog-common/src/test/java/org/apache/tajo/catalog/TestSchema.java","4","101","1","47541","105513","153054","47541","47541.0","319","0","NO"
"1","/tajo-catalog/tajo-catalog-common/src/test/java/org/apache/tajo/catalog/TestTableDesc.java","4","104","2","83566","379726","463292","83566","83566.0","124","0","NO"
"1","/tajo-catalog/tajo-catalog-common/src/test/java/org/apache/tajo/catalog/TestTableMeta.java","3","76","1","75228","333817","409045","75228","75228.0","116","0","NO"
"1","/tajo-catalog/tajo-catalog-drivers/tajo-hive/src/main/java/org/apache/tajo/catalog/store/HCatalogStore.java","0","0","0","0","0","0","0","0","32","91","NO"
"1","/tajo-catalog/tajo-catalog-drivers/tajo-hive/src/main/java/org/apache/tajo/catalog/store/HiveCatalogStore.java","1","137","1","21120","51976","73096","21120","21120.0","1379","0","NO"
"1","/tajo-catalog/tajo-catalog-drivers/tajo-hive/src/main/java/org/apache/tajo/catalog/store/HiveCatalogStoreClientPool.java","0","0","0","31004","45244","76248","31004","31004.0","169","6","NO"
"1","/tajo-catalog/tajo-catalog-drivers/tajo-hive/src/main/java/org/apache/tajo/catalog/store/HiveCatalogUtil.java","1","37","1","47382","96987","144369","47382","47382.0","156","0","NO"
