"2015-07-30","GlobalPlanner.java","106242","271522","377764"
"2015-09-23","CreateTable.java","124199","160080","284279"
"2014-08-11","GlobalPlanner.java","126430","204003","330433"
"2014-10-25","GlobalPlanner.java","126742","265312","392054"
"2014-02-20","GlobalPlanner.java","41269","61405","102674"
"2013-12-26","GlobalPlanner.java","1149","2175","3324"
"2014-12-30","GlobalPlanner.java","127139","296525","423664"
"2015-09-28","GlobalPlanner.java","131844","410519","542363"
"2015-03-24","GlobalPlanner.java","129683","309486","439169"
"2015-10-09","GlobalPlanner.java","131866","411243","543109"
"2014-01-02","GlobalPlanner.java","9276","13785","23061"
"2015-05-27","GlobalPlanner.java","130530","364828","495358"
"2014-05-07","GlobalPlanner.java","125571","174363","299934"
"2014-06-26","GlobalPlanner.java","125786","188564","314350"
"2015-04-29","GlobalPlanner.java","130367","323995","454362"
"2015-08-04","GlobalPlanner.java","131204","376325","507529"
"2015-11-18","GlobalPlanner.java","131939","413344","545283"
"2014-01-25","GlobalPlanner.java","16956","29757","46713"
"2015-03-19","GlobalPlanner.java","129674","308009","437683"
"2014-01-28","GlobalPlanner.java","19479","32156","51635"
"2014-05-16","GlobalPlanner.java","125605","179356","304961"
"2015-12-03","GlobalPlanner.java","131969","415291","547260"
"2014-02-17","GlobalPlanner.java","40516","59234","99750"
"2014-01-07","GlobalPlanner.java","11282","15919","27201"
"2014-01-17","GlobalPlanner.java","14777","25026","39803"
"2015-04-27","GlobalPlanner.java","130367","321631","451998"
"2013-12-30","GlobalPlanner.java","8025","10064","18089"
"2015-07-22","GlobalPlanner.java","131062","370710","501772"
"2014-07-09","GlobalPlanner.java","125872","193846","319718"
"2014-07-09","GlobalPlanner.java","125872","195283","321155"
"2014-02-04","GlobalPlanner.java","38780","53816","92596"
"2014-06-02","GlobalPlanner.java","125757","188614","314371"
"2015-07-30","GlobalPlanner.java","131153","374006","505159"
"2014-01-22","GlobalPlanner.java","15930","28052","43982"
"2013-07-26","CreateTable.java","13947","7998","21945"
"2015-06-24","CreateTable.java","83566","379726","463292"
"2014-03-20","CreateTable.java","61564","150556","212120"
"2013-10-31","CreateTable.java","44260","82940","127200"
"2015-09-23","CreateTable.java","84545","416586","501131"
"2014-01-17","CreateTable.java","50436","118362","168798"
"2014-07-09","CreateTable.java","82121","207772","289893"
"2014-05-12","CreateTable.java","82133","191653","273786"
"2014-11-18","CreateTable.java","82589","292140","374729"
"2015-04-13","CreateTable.java","83604","328589","412193"
"2014-03-31","CreateTable.java","61851","154198","216049"
"2014-01-20","CreateTable.java","50459","118734","169193"
"2013-12-18","CreateTable.java","47541","105513","153054"
"2013-12-03","CreateTable.java","47331","95236","142567"
"2014-12-30","GlobalPlanner.java","43464","74280","117744"
"2015-09-28","GlobalPlanner.java","124121","264226","388347"
"2015-03-24","GlobalPlanner.java","59295","100528","159823"
"2015-10-09","GlobalPlanner.java","124328","265135","389463"
"2015-05-27","GlobalPlanner.java","74665","170393","245058"
"2015-04-29","GlobalPlanner.java","64929","119987","184916"
"2015-08-04","GlobalPlanner.java","86980","193531","280511"
